Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Wander Arias",,0.0405,0.0673,0.0184,5.79168,0.6636,0.0716,0,0,,1,4.653,1.1163,0.6856,0.64352,0.161,0.5843,0.0183,0.0625,0.6014,5.4126,5.2587,1.02927,1.449,0.12925,0.125575,0.0036750584840774536,0.278643,1.7006,0.2945,0.688042,0.418023,,5.96574,-0.017524,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Wander Arias","sa3011440",691429
"Holt Jones","MIA",0.0395,0.0584,0,5.75118,1,0,0,0,,1,4.721,1.064,0.6813,0.63902,0.144556,0.7066,0.0286,0.0686,0.6958,6.2622,6.3594,0.984716,1.301,0.147384,0.149672,-0.00228765606880188,0.269654,1.7706,0.296075,0.694608,0.419121,,5.94836,-0.0175352,-0.0449574,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Holt Jones","sa3017368",695366
"Yadiel Batista","STL",0.0413,0.0677,0.0248,5.51448,0.6174,0.0814,0,0,,1,4.628,1.135,0.6551,0.61272,0.149667,0.5538,0.0171,0.0445,0.5354,4.8186,4.9842,0.966775,1.347,0.115687,0.119663,-0.003975801169872284,0.281659,1.6888,0.294601,0.698792,0.415662,,5.8049,-0.0175676,-0.0484393,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Yadiel Batista","sa3021558",810098
"James Karinchak","ATL",0.7766,0.7908,0,4.42636,16,0,0,0.6487,,16,70.175,14.2904,8.3852,7.86908,2.21867,8.2912,0.3742,0.6424,17.7724,9.99697,4.6638,2.14353,1.248,0.253258,0.11815,0.13510792702436447,0.233345,1.41135,0.292646,0.728938,0.342486,,4.3913,-0.0175712,0.0501891,999,,,,,,,70.4,4.4,67,4.1875,8.56,6.54,5.39,4.57,3.91,3.35,2.84,2.34,1.79,5.55,5.23,5.01,4.84,4.67,4.52,4.36,4.18,3.94,"James Karinchak","20151",675916
"Montana Semmel",,0.0405,0.0629,0.0103,5.81085,0.812,0.04,0,0,,1,4.681,1.1005,0.6875,0.64565,0.157556,0.6417,0.0229,0.0506,0.6448,5.8032,5.7753,1.00483,1.418,0.137748,0.137086,0.0006622523069381714,0.275904,1.7422,0.295933,0.693142,0.41301,,5.97066,-0.0175783,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Montana Semmel","sa3011751",687512
"Cesar Aquino","PIT",0.0398,0.0624,0.0082,5.90589,0.8549,0.0309,0,0,,1,4.689,1.1642,0.6994,0.65621,0.149889,0.5977,0.0242,0.0471,0.538,4.842,5.3793,0.900117,1.349,0.114737,0.127469,-0.01273193210363388,0.287869,1.7619,0.30221,0.684576,0.429721,,5.94209,-0.0175947,-0.0442778,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Cesar Aquino","sa3024469",823714
"Keegan James",,0.0405,0.0574,0,5.89959,1,0,0,0,,1,4.664,1.13,0.6959,0.65551,0.166333,0.59,0.0283,0.0487,0.6206,5.5854,5.31,1.05186,1.497,0.133062,0.126501,0.006560906767845154,0.280724,1.72,0.297578,0.68864,0.393992,,5.97237,-0.0175971,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Keegan James","sa3011232",667669
"Sadiel Baro",,0.0413,0.0604,0.0076,5.66703,0.8714,0.0274,0,0,,1,4.701,1.1084,0.6728,0.62967,0.146,0.6667,0.0248,0.0452,0.5973,5.3757,6.0003,0.895905,1.314,0.127058,0.141821,-0.014762818813323975,0.277857,1.7751,0.296506,0.701789,0.425988,,5.97424,-0.0176177,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Sadiel Baro","sa3019136",800153
"Dennis Boatman",,0.0407,0.0573,0,5.83668,1,0,0,0,,1,4.717,1.0923,0.6908,0.64852,0.150889,0.6988,0.0286,0.0435,0.6722,6.0498,6.2892,0.961935,1.358,0.142506,0.148145,-0.005639180541038513,0.274813,1.7911,0.298708,0.696456,0.418002,,5.97919,-0.0176723,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Dennis Boatman","sa3017778",677323
"Rafael Ohashi",,0.0406,0.0618,0.0082,5.79816,0.8475,0.0325,0,0,,1,4.665,1.1062,0.6857,0.64424,0.160556,0.6127,0.0239,0.0547,0.6223,5.6007,5.5143,1.01567,1.445,0.133398,0.13134,0.002057895064353943,0.276716,1.7189,0.294159,0.69151,0.408,,5.97996,-0.0176808,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Rafael Ohashi","sa3015040",692504
"Norbis Diaz","HOU",0.0414,0.0565,0,5.82408,1,0,0,0,,1,4.704,1.0883,0.6904,0.64712,0.151444,0.6982,0.0285,0.0462,0.6744,6.0696,6.2838,0.965912,1.363,0.143367,0.148427,-0.005059540271759033,0.274851,1.7865,0.298956,0.696167,0.437312,,5.98831,-0.0176911,-0.0484843,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Norbis Diaz","sa3021541",808588
"Grayson Moore","CHC",0.0419,0.056,0,5.64057,1,0,0,0,,1,4.666,1.043,0.6673,0.62673,0.153889,0.6879,0.0283,0.0504,0.7332,6.5988,6.1911,1.06585,1.385,0.157137,0.147428,0.009708523750305176,0.26555,1.7309,0.292412,0.701835,0.399313,,5.88419,-0.0177103,-0.047657,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Grayson Moore","sa3023275",694383
"Dominic Freeberger","STL",0.0407,0.0572,0,5.56407,1,0,0,0,,1,4.673,1.0637,0.6593,0.61823,0.147444,0.6699,0.0284,0.0437,0.6857,6.1713,6.0291,1.02359,1.327,0.146737,0.143355,0.0033811330795288086,0.268652,1.7336,0.293084,0.703454,0.402684,,5.82131,-0.0177526,-0.0484393,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Dominic Freeberger","sa3023418",802683
"Eric Dominguez",,0.0414,0.0565,0,5.65704,1,0,0,0,,1,4.719,1.0648,0.6698,0.62856,0.148222,0.7159,0.0286,0.0495,0.6857,6.1713,6.4431,0.957815,1.334,0.145306,0.151706,-0.006399661302566528,0.269324,1.7807,0.293805,0.706145,0.399011,,5.98683,-0.0177564,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Eric Dominguez","sa3019284",802067
"Freddy Pacheco",,0.0405,0.06,0.005,5.85432,0.9076,0.0196,0,0,,1,4.67,1.0848,0.6896,0.65048,0.168222,0.633,0.0257,0.0501,0.6917,6.2253,5.697,1.09273,1.514,0.148116,0.135546,0.012569576501846313,0.272091,1.7178,0.293119,0.693657,0.373012,,5.98793,-0.0177586,-0.0470039,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Freddy Pacheco","sa3006164",681643
"Darlin Pinales","ATH",0.0415,0.0565,0,5.85936,1,0,0,0,,1,4.831,1.0461,0.6974,0.65104,0.126333,0.8882,0.0293,0.0559,0.7265,6.5385,7.9938,0.817946,1.137,0.150383,0.183854,-0.03347134590148926,0.269135,1.9343,0.303147,0.703811,0.47491,,6.15677,-0.0177595,-0.0450226,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Darlin Pinales","sa3016211",692329
"Brayner Sánchez",,0.0407,0.0573,0,5.82012,1,0,0,0,,1,4.735,1.1025,0.6908,0.64668,0.142444,0.7106,0.0287,0.0507,0.6417,5.7753,6.3954,0.90304,1.282,0.135523,0.150074,-0.014551207423210144,0.277449,1.8131,0.301,0.695492,0.445,,5.98741,-0.0177629,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Brayner Sanchez","sa3011366",687687
"Esmerlin Vinicio","SFG",0.0421,0.068,0.0277,5.3766,0.5795,0.0895,0,0,,1,4.698,1.0832,0.6424,0.5974,0.124889,0.6634,0.0161,0.0617,0.6555,5.8995,5.9706,0.988092,1.124,0.139527,0.141209,-0.0016815662384033203,0.272647,1.7466,0.300175,0.702527,0.461775,,5.62299,-0.0177713,-0.0497501,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Esmerlin Vinicio","sa3014708",691263
"Jack Seppings","MIL",0.0402,0.0577,0,5.78637,1,0,0,0,,1,4.695,1.0945,0.6854,0.64293,0.155111,0.6719,0.0285,0.0452,0.657,5.913,6.0471,0.977824,1.396,0.139936,0.14311,-0.0031735748052597046,0.275145,1.7664,0.296731,0.697759,0.424049,,5.98888,-0.0177909,-0.0468441,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jack Seppings","sa3025573",808952
